Industry,Pair,Profit_Factor,Coint_PValue,Sharpe_Ratio,Win_Rate,Trades,Avg_OU_HalfLife
半導體業,6223O(6223.TWO) vs 5274O(5274.TWO),4.10184617641441,0.03750121200599814,0.0,67.97752808988764,0,
半導體業,2344(2344.TW) vs 3260O(3260.TWO),2.923247883311026,1.756356307713464e-07,0.0,62.10526315789474,0,
半導體業,6271(6271.TW) vs 3006(3006.TW),2.664227348645311,0.005391629314853431,0.0,59.3984962406015,0,
電腦及週邊設備業,6121O(6121.TWO) vs 3005(3005.TW),2.33585558328529,0.12260429187333499,0.0,64.17910447761194,0,
半導體業,3105O(3105.TWO) vs 3006(3006.TW),1.602673703160257,0.43245867607527566,0.0,60.60606060606061,0,
電腦及週邊設備業,6414(6414.TW) vs 2324(2324.TW),1.1956388102402626,0.22629819033137738,0.0,60.416666666666664,0,
電子零組件業,6269(6269.TW) vs 6153(6153.TW),0.9648043334218281,0.29964963622433255,0.0,60.0,0,
半導體業,6257(6257.TW) vs 6223O(6223.TWO),0.9242387314659616,0.7477750912249986,0.0,51.78571428571429,0,
電子零組件業,6269(6269.TW) vs 6153(6153.TW),0.7505407460130263,0.29964963622433255,0.0,59.27835051546392,0,
