日期,動作,部位描述,2327.TW(N/A)多空,2492.TW(N/A)多空,2327.TW價,2492.TW價,2327.TW口數,2492.TW口數,保證金佔用,Z-Score,交易成本,損益,開倉Z
2022-01-07,[網格1] 開倉(做多配對),做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,做空,做多,118.72,147.61,5,4,319694.0,-2.47,317.0,0.0,
2022-01-12,[網格2] 開倉(做多配對),做空2327.TW(N/A) 6口 / 做多2492.TW(N/A) 5口,做空,做多,117.57,137.88,6,5,684247.0,-3.02,386.0,0.0,
2022-01-19,[網格1] 結算平倉(做多配對),做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,平倉(買回),平倉(賣出),112.39,138.33,5,4,0.0,-1.04,315.0,-11163.0,-2.47
2022-01-19,[網格2] 結算平倉(做多配對),做空2327.TW(N/A) 6口 / 做多2492.TW(N/A) 5口,平倉(買回),平倉(賣出),112.39,138.33,6,5,0.0,-1.04,385.0,66279.0,-3.02
2022-01-20,[網格1] 轉倉開倉(做多配對),做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,做空,做多,111.0,140.09,5,4,301154.0,-0.56,315.0,0.0,
2022-01-20,[網格2] 轉倉開倉(做多配對),做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,做空,做多,111.0,140.09,5,4,301154.0,-0.56,315.0,0.0,
2022-02-08,[網格1] 停利平倉(做多配對),停利平倉: 做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,平倉(買回),平倉(賣出),105.24,138.33,5,4,582928.0,0.19,313.0,43178.0,-0.56
2022-02-08,[網格2] 停利平倉(做多配對),停利平倉: 做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,平倉(買回),平倉(賣出),105.24,138.33,5,4,582928.0,0.19,313.0,43178.0,-0.56
2022-02-24,[網格1] 開倉(做多配對),做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,做空,做多,103.28,129.49,5,4,279273.0,-2.45,311.0,0.0,
2022-03-16,[網格1] 結算平倉(做多配對),做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,平倉(買回),平倉(賣出),96.25,120.21,5,4,0.0,-1.57,308.0,-4241.0,-2.45
2022-03-17,[網格1] 轉倉開倉(做多配對),做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,做空,做多,102.7,127.72,5,4,276586.0,-0.46,311.0,0.0,
2022-03-18,[網格1] 停利平倉(做多配對),停利平倉: 做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,平倉(買回),平倉(賣出),97.63,127.28,5,4,269262.0,0.22,310.0,46872.0,-0.46
2022-04-11,[網格1] 開倉(做多配對),做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,做空,做多,91.75,113.58,5,4,246529.0,-2.78,307.0,0.0,
2022-04-20,[網格1] 結算平倉(做多配對),做空2327.TW(N/A) 5口 / 做多2492.TW(N/A) 4口,平倉(買回),平倉(賣出),94.4,114.02,5,4,0.0,-1.35,307.0,-23283.0,-2.78
