日期,動作,部位描述,3702.TW(N/A)多空,3036.TW(N/A)多空,3702.TW價,3036.TW價,3702.TW口數,3036.TW口數,保證金佔用,Z-Score,交易成本,損益,開倉Z
2022-01-03,[網格1] 開倉(做空配對),做多3702.TW(N/A) 3口 / 做空3036.TW(N/A) 2口,做多,做空,41.87,60.24,3,2,66446.0,2.85,160.0,0.0,
2022-01-04,[網格1] 停損平倉(做空配對),停損平倉: 做多3702.TW(N/A) 3口 / 做空3036.TW(N/A) 2口,平倉(賣出),平倉(買回),41.55,60.97,3,2,66581.0,3.19,160.0,-5004.0,2.85
2022-01-20,[網格1] 開倉(做空配對),做多3702.TW(N/A) 5口 / 做空3036.TW(N/A) 3口,做多,做空,43.79,73.07,5,3,118306.0,2.4,258.0,0.0,
2022-02-16,[網格1] 結算平倉(做空配對),做多3702.TW(N/A) 5口 / 做空3036.TW(N/A) 3口,平倉(賣出),平倉(買回),44.83,72.99,5,3,0.0,1.13,258.0,10637.0,2.4
2022-04-22,[網格1] 開倉(做多配對),做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,做空,做多,44.91,58.62,4,3,95987.0,-2.12,224.0,0.0,
2022-05-18,[網格1] 結算平倉(做多配對),做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,平倉(買回),平倉(賣出),43.71,58.62,4,3,0.0,-0.88,224.0,9383.0,-2.12
2022-07-25,[網格1] 開倉(做空配對),做多3702.TW(N/A) 3口 / 做空3036.TW(N/A) 2口,做多,做空,42.06,59.3,3,2,66087.0,2.06,160.0,0.0,
2022-08-08,[網格1] 停利平倉(做空配對),停利平倉: 做多3702.TW(N/A) 3口 / 做空3036.TW(N/A) 2口,平倉(賣出),平倉(買回),43.99,56.87,3,2,66337.0,-1.47,160.0,21139.0,2.06
2022-09-06,[網格1] 開倉(做多配對),做空3702.TW(N/A) 5口 / 做多3036.TW(N/A) 4口,做空,做多,43.64,53.14,5,4,116303.0,-2.12,287.0,0.0,
2022-09-21,[網格1] 結算平倉(做多配對),做空3702.TW(N/A) 5口 / 做多3036.TW(N/A) 4口,平倉(買回),平倉(賣出),42.06,51.83,5,4,0.0,-0.66,287.0,5157.0,-2.12
2022-10-21,[網格1] 開倉(做空配對),做多3702.TW(N/A) 4口 / 做空3036.TW(N/A) 3口,做多,做空,38.75,54.09,4,3,85668.0,2.03,223.0,0.0,
2022-11-14,[網格1] 停利平倉(做空配對),停利平倉: 做多3702.TW(N/A) 4口 / 做空3036.TW(N/A) 3口,平倉(賣出),平倉(買回),40.77,52.44,4,3,86508.0,-0.08,223.0,25794.0,2.03
2023-03-07,[網格1] 開倉(做多配對),做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,做空,做多,43.38,57.39,4,3,93341.0,-2.01,224.0,0.0,
2023-03-10,[網格1] 停利平倉(做多配對),停利平倉: 做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,平倉(買回),平倉(賣出),42.23,57.91,4,3,92513.0,0.79,224.0,12162.0,-2.01
2023-03-17,[網格1] 開倉(做空配對),做多3702.TW(N/A) 4口 / 做空3036.TW(N/A) 3口,做多,做空,41.24,57.65,4,3,91237.0,2.1,224.0,0.0,
2023-03-29,[網格1] 停利平倉(做空配對),停利平倉: 做多3702.TW(N/A) 4口 / 做空3036.TW(N/A) 3口,平倉(賣出),平倉(買回),42.7,57.91,4,3,93022.0,-0.45,224.0,9874.0,2.1
2023-05-08,[網格1] 開倉(做多配對),做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,做空,做多,43.04,56.43,4,3,92197.0,-2.0,224.0,0.0,
2023-05-17,[網格1] 結算平倉(做多配對),做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,平倉(買回),平倉(賣出),43.56,56.78,4,3,0.0,-2.06,224.0,-2256.0,-2.0
2023-05-18,[網格1] 轉倉開倉(做多配對),做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,做空,做多,43.99,57.13,4,3,93778.0,-2.3,224.0,0.0,
2023-05-19,[網格1] 停損平倉(做多配對),停損平倉: 做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,平倉(買回),平倉(賣出),45.01,57.39,4,3,95101.0,-3.2,224.0,-6892.0,-2.3
2023-05-25,[網格1] 開倉(做多配對),做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,做空,做多,45.01,58.0,4,3,95593.0,-2.24,224.0,0.0,
2023-06-21,[網格1] 結算平倉(做多配對),做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,平倉(買回),平倉(賣出),46.99,59.04,4,3,0.0,-1.66,225.0,-9750.0,-2.24
2023-06-26,[網格1] 轉倉開倉(做多配對),做空3702.TW(N/A) 5口 / 做多3036.TW(N/A) 4口,做空,做多,47.07,58.95,5,4,127215.0,-1.68,289.0,0.0,
2023-07-19,[網格1] 結算平倉(做多配對),做空3702.TW(N/A) 5口 / 做多3036.TW(N/A) 4口,平倉(買回),平倉(賣出),49.56,59.99,5,4,0.0,-1.72,290.0,-16819.0,-1.68
2023-07-20,[網格1] 轉倉開倉(做多配對),做空3702.TW(N/A) 5口 / 做多3036.TW(N/A) 4口,做空,做多,49.47,60.08,5,4,131675.0,-1.59,290.0,0.0,
2023-07-26,[網格1] 停利平倉(做多配對),停利平倉: 做空3702.TW(N/A) 5口 / 做多3036.TW(N/A) 4口,平倉(買回),平倉(賣出),45.21,57.74,5,4,123384.0,0.37,288.0,23625.0,-1.59
2023-09-19,[網格1] 開倉(做空配對),做多3702.TW(N/A) 3口 / 做空3036.TW(N/A) 2口,做多,做空,54.63,84.07,3,2,89650.0,3.02,163.0,0.0,
2023-09-20,[網格1] 結算平倉(做空配對),做多3702.TW(N/A) 3口 / 做空3036.TW(N/A) 2口,平倉(賣出),平倉(買回),54.82,92.38,3,2,0.0,4.48,164.0,-32318.0,3.02
2023-09-21,[網格1] 轉倉開倉(做空配對),做多3702.TW(N/A) 7口 / 做空3036.TW(N/A) 4口,做多,做空,54.54,95.15,7,4,205850.0,4.34,360.0,0.0,
2023-09-21,[網格1] 停損平倉(做空配對),停損平倉: 做多3702.TW(N/A) 7口 / 做空3036.TW(N/A) 4口,平倉(賣出),平倉(買回),54.54,95.15,7,4,0.0,4.34,360.0,-32515.0,4.34
2023-09-28,[網格1] 開倉(做空配對),做多3702.TW(N/A) 2口 / 做空3036.TW(N/A) 1口,做多,做空,55.74,103.01,2,1,57910.0,3.59,99.0,0.0,
2023-10-02,[網格1] 停損平倉(做空配對),停損平倉: 做多3702.TW(N/A) 2口 / 做空3036.TW(N/A) 1口,平倉(賣出),平倉(買回),55.19,101.62,2,1,57238.0,3.18,98.0,466.0,3.59
2023-11-08,[網格1] 開倉(做空配對),做多3702.TW(N/A) 2口 / 做空3036.TW(N/A) 1口,做多,做空,68.61,138.11,2,1,74342.0,2.09,101.0,0.0,
2023-11-15,[網格1] 結算平倉(做空配對),做多3702.TW(N/A) 2口 / 做空3036.TW(N/A) 1口,平倉(賣出),平倉(買回),63.92,115.02,2,1,0.0,0.73,100.0,27329.0,2.09
2023-12-08,[網格1] 開倉(做多配對),做空3702.TW(N/A) 3口 / 做多3036.TW(N/A) 2口,做空,做多,72.84,107.1,3,2,116836.0,-2.08,167.0,0.0,
2023-12-20,[網格1] 結算平倉(做多配對),做空3702.TW(N/A) 3口 / 做多3036.TW(N/A) 2口,平倉(買回),平倉(賣出),74.13,106.16,3,2,0.0,-1.71,167.0,-11651.0,-2.08
2023-12-21,[網格1] 轉倉開倉(做多配對),做空3702.TW(N/A) 3口 / 做多3036.TW(N/A) 2口,做空,做多,75.33,106.63,3,2,118594.0,-1.79,168.0,0.0,
2024-01-17,[網格1] 結算平倉(做多配對),做空3702.TW(N/A) 3口 / 做多3036.TW(N/A) 2口,平倉(買回),平倉(賣出),79.56,138.1,3,2,0.0,0.53,171.0,100330.0,-1.79
2024-02-01,[網格1] 開倉(做空配對),做多3702.TW(N/A) 2口 / 做空3036.TW(N/A) 1口,做多,做空,81.58,162.52,2,1,87936.0,2.32,103.0,0.0,
2024-02-21,[網格1] 結算平倉(做空配對),做多3702.TW(N/A) 2口 / 做空3036.TW(N/A) 1口,平倉(賣出),平倉(買回),83.05,156.42,2,1,0.0,1.44,103.0,17996.0,2.32
2024-05-09,[網格1] 開倉(做多配對),做空3702.TW(N/A) 4口 / 做多3036.TW(N/A) 3口,做空,做多,82.41,115.08,4,3,182219.0,-2.48,237.0,0.0,
