Date,Price1,Price2,Indicator,Position,Upper,Lower,Equity,Action
2013-05-09,60.15150451660156,58.0709342956543,-0.9628603757418057,0,2.0,-2.0,1000000.0,
2013-05-10,60.15150451660156,58.0709342956543,-0.9581703865884184,0,2.0,-2.0,1000000.0,
2013-05-13,60.15150451660156,58.01043701171875,-0.972291621792003,0,2.0,-2.0,1000000.0,
2013-05-14,60.15150451660156,58.0709342956543,-0.9513829623654948,0,2.0,-2.0,1000000.0,
2013-05-15,64.25274658203125,58.79681396484375,-2.605699944326731,1,2.0,-2.0,999935.0780175781,Long Spread
2013-05-16,63.97933197021485,58.97828674316406,-0.9060779055444206,1,2.0,-2.0,1000844.8527978515,
2013-05-17,63.15908050537109,58.97828674316406,-0.7455830778700077,1,2.0,-2.0,1002485.355727539,
2013-05-20,62.612247467041016,58.97828674316406,-0.6357591443658865,1,2.0,-2.0,1003579.0218041992,
2013-05-21,62.33883666992188,59.34122085571289,-0.5302931084938499,1,2.0,-2.0,1004851.7116235351,
2013-05-22,62.06541061401367,59.4017219543457,-0.46331297544918354,1,2.0,-2.0,1005519.5659326172,
2013-05-23,62.06541061401367,59.03877258300781,-1.0696587835838263,1,2.0,-2.0,1004793.6671899414,
2013-05-24,61.7920036315918,58.373382568359375,-1.119601928235136,1,2.0,-2.0,1004009.7011254883,
2013-05-27,62.33883666992188,58.67584228515625,-1.2194916072889699,1,2.0,-2.0,1003520.9544824219,
2013-05-28,62.88565826416016,58.67584228515625,-1.3918964319156046,1,2.0,-2.0,1002427.3112939453,
2013-05-29,63.15908050537109,58.736328125,-1.4417441863939637,1,2.0,-2.0,1002001.4384912109,
2013-05-30,59.87808227539063,57.8289680480957,-0.6853566727252655,1,2.0,-2.0,1006748.7147973633,
2013-05-31,59.87808227539063,57.76847839355469,-0.6540345002260712,1,2.0,-2.0,1006627.7354882812,
2013-06-03,59.87808227539063,57.46601104736328,-0.7257463757200143,1,2.0,-2.0,1006022.8007958984,
2013-06-04,58.784423828125,57.40553665161133,-0.1745523361010738,1,2.0,-2.0,1008089.1688989258,
2013-06-05,59.05783462524414,57.16355895996094,-0.38465348309870034,1,2.0,-2.0,1007058.3919213867,
2013-06-06,59.60466766357422,57.16355895996094,-0.9220754940086954,1,2.0,-2.0,1005964.7258447265,
2013-06-07,60.698333740234375,57.46601104736328,-1.3693082435437116,1,2.0,-2.0,1004382.2978662109,
2013-06-10,60.698333740234375,57.587005615234375,-1.2213590188527603,1,2.0,-2.0,1004624.2870019531,
2013-06-11,60.4249153137207,57.587005615234375,-0.9956519450747618,1,2.0,-2.0,1005171.1238549805,
2013-06-13,57.14392852783203,57.16355895996094,0.7381751725143659,0,2.0,-2.0,1010821.6318167114,Close
2013-06-14,60.15150451660156,57.22405624389648,-0.6837937377427074,0,2.0,-2.0,1010821.6318167114,
2013-06-17,60.698333740234375,57.587005615234375,-0.8219445374699442,0,2.0,-2.0,1010821.6318167114,
2013-06-18,61.24516296386719,58.0709342956543,-0.9176508148191488,0,2.0,-2.0,1010821.6318167114,
2013-06-19,61.24516296386719,57.889442443847656,-0.972125477936743,0,2.0,-2.0,1010821.6318167114,
2013-06-20,61.518585205078125,57.647491455078125,-1.17127716714948,0,2.0,-2.0,1010821.6318167114,
2013-06-21,59.60466766357422,57.46601104736328,-0.4952670317822114,0,2.0,-2.0,1010821.6318167114,
2013-06-24,60.698333740234375,57.52650833129883,-1.162218516654233,0,2.0,-2.0,1010821.6318167114,
2013-06-25,60.97175598144531,57.76847839355469,-1.098811856320114,0,2.0,-2.0,1010821.6318167114,
2013-06-26,60.698333740234375,57.647491455078125,-0.8845424136218321,0,2.0,-2.0,1010821.6318167114,
2013-06-27,60.698333740234375,58.01043701171875,-0.6547790865028876,0,2.0,-2.0,1010821.6318167114,
2013-06-28,64.79956817626953,61.70037078857422,-2.3806769196053494,1,2.0,-2.0,1010756.5718191528,Long Spread
2013-07-01,62.06541061401367,59.2807502746582,-1.073074652120295,1,2.0,-2.0,1011385.6459158325,
2013-07-02,62.88565826416016,59.22025680541992,-1.5277088367474325,1,2.0,-2.0,1009624.163677063,
2013-07-03,62.612247467041016,59.15975570678711,-1.2317137948933408,1,2.0,-2.0,1010049.9830740356,
2013-07-04,62.612247467041016,59.34122085571289,-1.0485930506252887,1,2.0,-2.0,1010412.9133718872,
2013-07-05,63.97933197021485,60.006629943847656,-2.653968316666804,1,2.0,-2.0,1009009.562541809,
2013-07-08,63.69242477416992,59.70417404174805,-1.9083544931681664,1,2.0,-2.0,1008978.4651296997,
2013-07-09,62.83172225952149,60.12761688232422,-0.7339794128738569,1,2.0,-2.0,1011546.7558401489,
2013-07-10,62.83172225952149,60.12761688232422,-0.6358830878360772,1,2.0,-2.0,1011546.7558401489,
2013-07-11,63.69242477416992,60.36958312988281,-1.0416788219048558,1,2.0,-2.0,1010309.2833059692,
2013-07-12,63.40550994873047,60.49055480957031,-1.0984605587218852,1,2.0,-2.0,1011125.0563162231,
2013-07-15,63.69242477416992,60.4300537109375,-1.1337400678896092,1,2.0,-2.0,1010430.2244680786,
2013-07-16,63.69242477416992,60.36958312988281,-1.0407788529758508,1,2.0,-2.0,1010309.2833059692,
2013-07-17,63.40550994873047,57.70798873901367,-2.2297736029485127,1,2.0,-2.0,1005559.9241751098,
2013-07-18,63.69242477416992,57.889442443847656,-2.252443371435833,1,2.0,-2.0,1005349.0019338989,
2013-07-19,63.40550994873047,57.76847839355469,-2.354047915070225,1,2.0,-2.0,1005680.9034841919,
2013-07-22,64.26622772216797,58.373382568359375,-2.6447041163791756,1,2.0,-2.0,1005169.2762869262,
2013-07-23,66.56146240234375,58.494361877441406,-4.547929137195083,1,2.0,-2.0,1000820.7655447387,
2013-07-24,64.26622772216797,57.94994735717773,-2.6996719125957176,1,2.0,-2.0,1004322.405864563,
2013-07-25,62.54480743408203,57.8289680480957,-1.1442396606283216,1,2.0,-2.0,1007523.2878225708,
2013-07-26,63.11862182617188,57.8289680480957,-1.5741413327488918,1,2.0,-2.0,1006375.6590383911,
2013-07-29,62.25791549682617,57.889442443847656,-0.7374384887601146,1,2.0,-2.0,1008218.0204885864,
2013-07-30,62.83172225952149,57.76847839355469,-1.2908931716397498,1,2.0,-2.0,1006828.4788626098,
2013-07-31,62.54480743408203,58.01043701171875,-0.8307887220889624,1,2.0,-2.0,1007886.2257498169,
2013-08-01,63.11862182617188,57.40553665161133,-1.682435066919147,1,2.0,-2.0,1005528.7962454223,
2013-08-02,63.11862182617188,57.46601104736328,-1.940851279724976,1,2.0,-2.0,1005649.7450369262,
2013-08-05,62.54480743408203,57.587005615234375,-1.169215391445186,1,2.0,-2.0,1007039.3629568481,
2013-08-06,61.11029815673828,57.10307312011719,0.06108407731836614,0,2.0,-2.0,1008875.7879864501,Close
2013-08-07,60.82339096069336,56.74013519287109,0.12275568185600401,0,2.0,-2.0,1008875.7879864501,
2013-08-08,61.39720153808594,56.61914825439453,-0.6338767962191355,0,2.0,-2.0,1008875.7879864501,
2013-08-09,60.82339096069336,56.55866622924805,-0.05631572923857725,0,2.0,-2.0,1008875.7879864501,
2013-08-12,61.971004486083984,56.861114501953125,-0.8135344682531879,0,2.0,-2.0,1008875.7879864501,
2013-08-13,63.11862182617188,56.861114501953125,-1.6608900991220314,0,2.0,-2.0,1008875.7879864501,
2013-08-14,62.54480743408203,56.74013519287109,-1.2198144579231698,0,2.0,-2.0,1008875.7879864501,
2013-08-15,61.6841049194336,56.49817657470703,-0.6580723356730593,0,2.0,-2.0,1008875.7879864501,
2013-08-16,62.83172225952149,56.861114501953125,-2.0329162642985827,1,2.0,-2.0,1008811.0002729797,Long Spread
2013-08-19,61.971004486083984,56.49817657470703,-1.128869482614153,1,2.0,-2.0,1009806.5599653625,
2013-08-20,61.39720153808594,56.49817657470703,-0.4917807296232304,1,2.0,-2.0,1010954.1658613586,
