Date,Price1,Price2,Indicator,Position,Upper,Lower,Equity,Action
2013-09-30,60.24958419799805,57.28455352783203,0.9138276368962117,0,0.99,0.010000000000000009,1000000.0,
2013-10-01,59.96269607543945,56.861114501953125,0.9963090497227597,-1,0.99,0.010000000000000009,999935.3270475769,Short Spread
2013-10-02,59.38888168334961,56.55866622924805,0.9523394200380685,-1,0.99,0.010000000000000009,999392.5948088074,
2013-10-03,59.38888168334961,56.74013519287109,0.8730501975165208,-1,0.99,0.010000000000000009,999029.6568815613,
2013-10-04,59.675777435302734,56.861114501953125,0.9034141131515626,-1,0.99,0.010000000000000009,999361.4897673035,
2013-10-07,59.96269607543945,56.67965316772461,0.9608389719509767,-1,0.99,0.010000000000000009,1000298.2497160339,
2013-10-08,57.38057327270508,56.37718963623047,0.8385915133049068,-1,0.99,0.010000000000000009,995738.9311735535,
2013-10-09,56.23295593261719,56.31669998168945,0.8314602051681266,-1,0.99,0.010000000000000009,993564.6758024597,
2013-10-11,54.62628936767578,56.13523864746094,0.793191097688356,-1,0.99,0.010000000000000009,990714.2653410339,
2013-10-14,55.60175704956055,56.37718963623047,0.6270846430479813,-1,0.99,0.010000000000000009,992181.2987272644,
2013-10-15,56.23295593261719,56.25621032714844,0.7585283783533366,-1,0.99,0.010000000000000009,993685.6551115417,
2013-10-16,56.69199752807617,56.55866622924805,0.6555531370780368,-1,0.99,0.010000000000000009,993998.8264982605,
2013-10-17,55.42962265014648,56.55866622924805,0.9207206265967753,-1,0.99,0.010000000000000009,991474.0767424011,
2013-10-18,54.741058349609375,56.49817657470703,0.9235301758793392,-1,0.99,0.010000000000000009,990217.9274504089,
2013-10-21,52.21631240844727,55.89326858520508,0.8407248697562872,-1,0.99,0.010000000000000009,986378.2515470886,
2013-10-22,50.66703414916992,54.804443359375,0.2214952004277711,0,0.99,0.010000000000000009,985393.1266210937,Close
2013-10-23,53.76559066772461,55.832786560058594,0.017572386958336378,0,0.99,0.010000000000000009,985393.1266210937,
2013-10-24,53.0770149230957,56.0747299194336,0.3664522352198447,0,0.99,0.010000000000000009,985393.1266210937,
2013-10-25,53.65082550048828,55.832786560058594,0.6101900474496755,0,0.99,0.010000000000000009,985393.1266210937,
2013-10-28,54.22462463378906,56.37718963623047,0.439215789321229,0,0.99,0.010000000000000009,985393.1266210937,
