日期,動作,部位描述,2344.TW(N/A)多空,3260.TWO(N/A)多空,2344.TW價,3260.TWO價,2344.TW口數,3260.TWO口數,保證金佔用,Z-Score,交易成本,損益,開倉Z
2025-04-25,[網格1] 開倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,做多,做空,15.72,75.6,5,1,162282.0,1.16,186.0,0.0,
2025-05-13,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),17.81,80.18,5,1,45687.0,-0.33,187.0,11551.0,1.16
2025-05-15,[網格1] 開倉(做空配對),做多2344.TW(N/A) 14口 / 做空3260.TWO(N/A) 3口,做多,做空,18.01,85.4,14,3,137232.0,1.63,530.0,0.0,
2025-05-21,[網格1] 結算平倉(做空配對),做多2344.TW(N/A) 14口 / 做空3260.TWO(N/A) 3口,平倉(賣出),平倉(買回),18.06,85.12,14,3,0.0,1.08,530.0,2510.0,1.63
2025-05-22,[網格1] 轉倉開倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,做多,做空,17.76,84.57,5,1,46806.0,1.11,187.0,0.0,
2025-06-06,[網格2] 開倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,做多,做空,18.25,90.61,5,1,98218.0,2.64,187.0,0.0,
2025-06-17,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),18.65,86.68,5,1,97167.0,-0.89,187.0,4556.0,1.11
2025-06-18,[網格2] 結算平倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),19.55,90.61,5,1,0.0,0.19,188.0,12745.0,2.64
2025-06-19,[網格2] 轉倉開倉(做空配對),做多2344.TW(N/A) 9口 / 做空3260.TWO(N/A) 2口,做多,做空,19.5,88.42,9,2,95125.0,-1.37,344.0,0.0,
2025-06-19,[網格2] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 9口 / 做空3260.TWO(N/A) 2口,平倉(賣出),平倉(買回),19.5,88.42,9,2,0.0,-1.37,344.0,12588.0,-1.37
2025-06-19,[網格1] 開倉(做多配對),做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 2口,做空,做多,19.5,88.42,9,2,95125.0,-1.37,344.0,0.0,
2025-06-23,[網格1] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),19.5,90.52,9,2,96261.0,0.22,344.0,8076.0,-1.37
2025-06-24,[網格1] 開倉(做多配對),做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 2口,做空,做多,19.95,87.59,9,2,95768.0,-2.19,344.0,0.0,
2025-06-24,[網格2] 開倉(做多配對),做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 2口,做空,做多,19.95,87.59,9,2,95768.0,-2.19,344.0,0.0,
2025-07-09,[網格1] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),18.85,88.97,9,2,187700.0,1.19,344.0,24845.0,-2.19
2025-07-09,[網格2] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),18.85,88.97,9,2,187700.0,1.19,344.0,24845.0,-2.19
2025-07-09,[網格1] 開倉(做空配對),做多2344.TW(N/A) 14口 / 做空3260.TWO(N/A) 3口,做多,做空,18.85,88.97,14,3,331019.0,1.19,531.0,0.0,
2025-07-16,[網格1] 結算平倉(做空配對),做多2344.TW(N/A) 14口 / 做空3260.TWO(N/A) 3口,平倉(賣出),平倉(買回),17.56,88.73,14,3,0.0,2.01,530.0,-35334.0,1.19
2025-07-17,[網格1] 轉倉開倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,做多,做空,17.81,90.38,5,1,48441.0,1.99,187.0,0.0,
2025-08-14,[網格1] 停損平倉(做空配對),停損平倉: 做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),17.91,96.67,5,1,50273.0,3.42,187.0,-11772.0,1.99
2025-08-14,[網格2] 開倉(做空配對),做多2344.TW(N/A) 11口 / 做空3260.TWO(N/A) 2口,做多,做空,17.91,96.67,11,2,155654.0,3.42,406.0,0.0,
2025-08-20,[網格2] 結算平倉(做空配對),做多2344.TW(N/A) 11口 / 做空3260.TWO(N/A) 2口,平倉(賣出),平倉(買回),17.91,91.25,11,2,0.0,-0.07,405.0,21269.0,3.42
2025-08-21,[網格2] 轉倉開倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,做多,做空,18.3,92.41,5,1,49661.0,-0.01,187.0,0.0,
2025-08-25,[網格1] 開倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,做多,做空,18.3,95.6,5,1,101046.0,1.49,187.0,0.0,
2025-09-01,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),20.19,97.73,5,1,107298.0,-0.52,188.0,14456.0,1.49
2025-09-03,[網格1] 開倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,做多,做空,20.0,100.15,5,1,108068.0,1.08,188.0,0.0,
2025-09-08,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),24.47,107.41,5,1,124073.0,-1.46,189.0,30062.0,1.08
2025-09-08,[網格2] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),24.47,107.41,5,1,124073.0,-1.46,189.0,31492.0,-0.01
2025-09-08,[網格1] 開倉(做多配對),做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 2口,做空,做多,24.47,107.41,9,2,241539.0,-1.46,347.0,0.0,
2025-09-10,[網格1] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),24.82,113.21,9,2,121447.0,1.19,348.0,16608.0,-1.46
2025-09-10,[網格1] 開倉(做空配對),做多2344.TW(N/A) 9口 / 做空3260.TWO(N/A) 2口,做多,做空,24.82,113.21,9,2,242894.0,1.19,348.0,0.0,
2025-09-12,[網格2] 開倉(做空配對),做多2344.TW(N/A) 9口 / 做空3260.TWO(N/A) 2口,做多,做空,25.32,116.6,9,2,248969.0,2.24,348.0,0.0,
2025-09-15,[網格1] 停損平倉(做空配對),停損平倉: 做多2344.TW(N/A) 9口 / 做空3260.TWO(N/A) 2口,平倉(賣出),平倉(買回),26.66,124.34,9,2,263856.0,3.04,350.0,-11733.0,1.19
2025-09-15,[網格2] 停損平倉(做空配對),停損平倉: 做多2344.TW(N/A) 9口 / 做空3260.TWO(N/A) 2口,平倉(賣出),平倉(買回),26.66,124.34,9,2,263856.0,3.04,350.0,-7140.0,2.24
2025-09-17,[網格1] 開倉(做空配對),做多2344.TW(N/A) 9口 / 做空3260.TWO(N/A) 2口,做多,做空,29.25,129.66,9,2,141087.0,1.71,351.0,0.0,
2025-09-19,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 9口 / 做空3260.TWO(N/A) 2口,平倉(賣出),平倉(買回),33.33,134.5,9,2,153611.0,-0.04,353.0,53710.0,1.71
2025-09-22,[網格1] 開倉(做空配對),做多2344.TW(N/A) 13口 / 做空3260.TWO(N/A) 3口,做多,做空,34.07,147.56,13,3,239117.0,2.59,515.0,0.0,
2025-09-22,[網格2] 開倉(做空配對),做多2344.TW(N/A) 13口 / 做空3260.TWO(N/A) 3口,做多,做空,34.07,147.56,13,3,239117.0,2.59,515.0,0.0,
2025-10-15,[網格1] 結算平倉(做空配對),做多2344.TW(N/A) 13口 / 做空3260.TWO(N/A) 3口,平倉(賣出),平倉(買回),39.79,176.59,13,3,0.0,1.99,522.0,-25972.0,2.59
2025-10-15,[網格2] 結算平倉(做空配對),做多2344.TW(N/A) 13口 / 做空3260.TWO(N/A) 3口,平倉(賣出),平倉(買回),39.79,176.59,13,3,0.0,1.99,522.0,-25972.0,2.59
2025-10-17,[網格1] 轉倉開倉(做空配對),做多2344.TW(N/A) 4口 / 做空3260.TWO(N/A) 1口,做多,做空,43.72,181.91,4,1,96335.0,1.08,164.0,0.0,
2025-10-17,[網格2] 轉倉開倉(做空配對),做多2344.TW(N/A) 4口 / 做空3260.TWO(N/A) 1口,做多,做空,43.72,181.91,4,1,96335.0,1.08,164.0,0.0,
2025-10-21,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 4口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),44.37,174.66,4,1,190148.0,-0.28,164.0,19523.0,1.08
2025-10-28,[網格2] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 4口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),53.72,185.3,4,1,108047.0,-2.67,166.0,73042.0,1.08
2025-10-28,[網格1] 開倉(做多配對),做空2344.TW(N/A) 7口 / 做多3260.TWO(N/A) 2口,做空,做多,53.72,185.3,7,2,309637.0,-2.67,300.0,0.0,
2025-10-28,[網格2] 開倉(做多配對),做空2344.TW(N/A) 7口 / 做多3260.TWO(N/A) 2口,做空,做多,53.72,185.3,7,2,309637.0,-2.67,300.0,0.0,
2025-11-14,[網格1] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 7口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),59.99,206.59,7,2,449860.0,0.26,303.0,-2894.0,-2.67
2025-11-17,[網格1] 開倉(做多配對),做空2344.TW(N/A) 3口 / 做多3260.TWO(N/A) 1口,做空,做多,65.86,201.26,3,1,340834.0,-1.41,136.0,0.0,
2025-11-19,[網格1] 結算平倉(做多配對),做空2344.TW(N/A) 3口 / 做多3260.TWO(N/A) 1口,平倉(買回),平倉(賣出),59.09,184.82,3,1,0.0,-1.17,134.0,7554.0,-1.41
2025-11-19,[網格2] 結算平倉(做多配對),做空2344.TW(N/A) 7口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),59.09,184.82,7,2,0.0,-1.17,301.0,-77443.0,-2.67
2025-11-20,[網格1] 轉倉開倉(做多配對),做空2344.TW(N/A) 3口 / 做多3260.TWO(N/A) 1口,做空,做多,57.7,184.33,3,1,96505.0,-0.79,134.0,0.0,
2025-11-20,[網格2] 轉倉開倉(做多配對),做空2344.TW(N/A) 3口 / 做多3260.TWO(N/A) 1口,做空,做多,57.7,184.33,3,1,96505.0,-0.79,134.0,0.0,
2025-12-17,[網格1] 結算平倉(做多配對),做空2344.TW(N/A) 3口 / 做多3260.TWO(N/A) 1口,平倉(買回),平倉(賣出),73.52,190.14,3,1,0.0,-0.89,136.0,-83428.0,-0.79
2025-12-17,[網格2] 結算平倉(做多配對),做空2344.TW(N/A) 3口 / 做多3260.TWO(N/A) 1口,平倉(買回),平倉(賣出),73.52,190.14,3,1,0.0,-0.89,136.0,-83428.0,-0.79
2025-12-18,[網格1] 轉倉開倉(做多配對),做空2344.TW(N/A) 5口 / 做多3260.TWO(N/A) 2口,做空,做多,74.11,185.3,5,2,200113.0,-1.19,240.0,0.0,
2025-12-18,[網格2] 轉倉開倉(做多配對),做空2344.TW(N/A) 5口 / 做多3260.TWO(N/A) 2口,做空,做多,74.11,185.3,5,2,200113.0,-1.19,240.0,0.0,
2025-12-23,[網格1] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 5口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),72.62,196.91,5,2,408737.0,0.09,240.0,61127.0,-1.19
2025-12-29,[網格2] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 5口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),76.5,233.2,5,2,229200.0,2.12,244.0,167470.0,-1.19
2025-12-29,[網格1] 開倉(做空配對),做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,做多,做空,76.5,233.2,3,1,354128.0,2.12,139.0,0.0,
2025-12-29,[網格2] 開倉(做空配對),做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,做多,做空,76.5,233.2,3,1,354128.0,2.12,139.0,0.0,
2026-01-07,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),105.95,280.61,3,1,323161.0,-0.2,144.0,81704.0,2.12
2026-01-20,[網格2] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),112.41,288.35,3,1,168908.0,-1.05,145.0,105018.0,2.12
2026-01-20,[網格1] 開倉(做多配對),做空2344.TW(N/A) 5口 / 做多3260.TWO(N/A) 2口,做空,做多,112.41,288.35,5,2,476373.0,-1.05,256.0,0.0,
2026-01-21,[網格1] 結算平倉(做多配對),做空2344.TW(N/A) 5口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),104.95,262.71,5,2,0.0,-1.37,252.0,-28210.0,-1.05
2026-01-22,[網格1] 轉倉開倉(做多配對),做空2344.TW(N/A) 11口 / 做多3260.TWO(N/A) 4口,做空,做多,103.96,286.9,11,4,618600.0,0.18,542.0,0.0,
2026-01-22,[網格1] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 11口 / 做多3260.TWO(N/A) 4口,平倉(買回),平倉(賣出),103.96,286.9,11,4,0.0,0.18,542.0,-28500.0,0.18
2026-01-23,[網格1] 開倉(做空配對),做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,做多,做空,102.46,304.32,3,1,165161.0,1.31,144.0,0.0,
2026-01-29,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),129.32,348.34,3,1,198804.0,-0.04,149.0,72953.0,1.31
2026-02-04,[網格1] 開倉(做空配對),做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,做多,做空,107.93,322.22,3,1,174426.0,1.49,146.0,0.0,
2026-02-05,[網格2] 開倉(做空配對),做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,做多,做空,101.97,322.7,3,1,339444.0,2.02,145.0,0.0,
2026-02-10,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),102.96,287.38,3,1,321983.0,-0.22,144.0,39681.0,1.49
2026-02-23,[網格2] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),114.4,290.77,3,1,171173.0,-1.55,145.0,138327.0,2.02
2026-02-23,[網格1] 開倉(做多配對),做空2344.TW(N/A) 5口 / 做多3260.TWO(N/A) 2口,做空,做多,114.4,290.77,5,2,482630.0,-1.55,256.0,0.0,
2026-02-26,[網格2] 開倉(做多配對),做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 4口,做空,做多,121.86,276.26,9,4,908172.0,-2.35,478.0,0.0,
2026-03-09,[網格1] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 5口 / 做多3260.TWO(N/A) 2口,平倉(買回),平倉(賣出),100.47,294.16,5,2,856325.0,0.91,254.0,152564.0,-1.55
2026-03-11,[網格2] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 9口 / 做多3260.TWO(N/A) 4口,平倉(買回),平倉(賣出),113.41,339.15,9,4,641860.0,1.2,485.0,654880.0,-2.35
2026-03-11,[網格1] 開倉(做空配對),做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,做多,做空,113.41,339.15,3,1,825289.0,1.2,147.0,0.0,
2026-03-18,[網格1] 結算平倉(做空配對),做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),127.33,462.04,3,1,0.0,2.34,154.0,-162367.0,1.2
2026-03-24,[網格1] 轉倉開倉(做空配對),做多2344.TW(N/A) 4口 / 做空3260.TWO(N/A) 1口,做多,做空,98.98,386.5,4,1,211255.0,1.07,181.0,0.0,
2026-04-13,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 4口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),94.4,365.5,4,1,200637.0,-0.29,180.0,5166.0,1.07
2026-04-22,[網格1] 開倉(做空配對),做多2344.TW(N/A) 14口 / 做空3260.TWO(N/A) 3口,做多,做空,90.6,421.5,14,3,683883.0,2.98,611.0,0.0,
2026-04-22,[網格2] 開倉(做空配對),做多2344.TW(N/A) 14口 / 做空3260.TWO(N/A) 3口,做多,做空,90.6,421.5,14,3,683883.0,2.98,611.0,0.0,
2026-05-11,[網格1] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 14口 / 做空3260.TWO(N/A) 3口,平倉(賣出),平倉(買回),117.5,457.0,14,3,1628640.0,-0.5,631.0,539569.0,2.98
2026-05-12,[網格2] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 14口 / 做空3260.TWO(N/A) 3口,平倉(賣出),平倉(買回),121.5,445.5,14,3,820125.0,-1.23,632.0,720569.0,2.98
2026-05-12,[網格1] 開倉(做多配對),做空2344.TW(N/A) 11口 / 做多3260.TWO(N/A) 3口,做空,做多,121.5,445.5,11,3,1541835.0,-1.23,527.0,0.0,
2026-05-20,[網格1] 結算平倉(做多配對),做空2344.TW(N/A) 11口 / 做多3260.TWO(N/A) 3口,平倉(買回),平倉(賣出),115.5,405.5,11,3,0.0,-1.1,519.0,-108519.0,-1.23
2026-05-21,[網格1] 轉倉開倉(做多配對),做空2344.TW(N/A) 11口 / 做多3260.TWO(N/A) 3口,做空,做多,114.0,413.0,11,3,673110.0,-0.77,520.0,0.0,
2026-06-16,[網格2] 開倉(做多配對),做空2344.TW(N/A) 2口 / 做多3260.TWO(N/A) 1口,做空,做多,197.0,417.0,2,1,1141830.0,-2.01,122.0,0.0,
2026-06-17,[網格1] 結算平倉(做多配對),做空2344.TW(N/A) 11口 / 做多3260.TWO(N/A) 3口,平倉(買回),平倉(賣出),199.0,416.0,11,3,0.0,-1.9,557.0,-1852557.0,-0.77
2026-06-17,[網格2] 結算平倉(做多配對),做空2344.TW(N/A) 2口 / 做多3260.TWO(N/A) 1口,平倉(買回),平倉(賣出),199.0,416.0,2,1,0.0,-1.9,123.0,-10123.0,-2.01
2026-06-18,[網格1] 轉倉開倉(做多配對),做空2344.TW(N/A) 2口 / 做多3260.TWO(N/A) 1口,做空,做多,218.5,423.0,2,1,232200.0,-2.35,124.0,0.0,
2026-06-18,[網格2] 轉倉開倉(做多配對),做空2344.TW(N/A) 2口 / 做多3260.TWO(N/A) 1口,做空,做多,218.5,423.0,2,1,232200.0,-2.35,124.0,0.0,
2026-07-02,[網格1] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 2口 / 做多3260.TWO(N/A) 1口,平倉(買回),平倉(賣出),183.5,408.0,2,1,418500.0,0.16,121.0,109879.0,-2.35
2026-07-08,[網格2] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 2口 / 做多3260.TWO(N/A) 1口,平倉(買回),平倉(賣出),168.5,404.0,2,1,200070.0,1.17,120.0,161880.0,-2.35
2026-07-08,[網格1] 開倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 2口,做多,做空,168.5,404.0,5,2,645705.0,1.17,276.0,0.0,
2026-07-15,[網格1] 結算平倉(做空配對),做多2344.TW(N/A) 5口 / 做空3260.TWO(N/A) 2口,平倉(賣出),平倉(買回),180.5,408.0,5,2,0.0,0.64,279.0,103721.0,1.17
2026-07-16,[網格1] 轉倉開倉(做空配對),做多2344.TW(N/A) 7口 / 做空3260.TWO(N/A) 3口,做多,做空,172.0,400.5,7,3,649485.0,0.88,396.0,0.0,
2026-07-29,[網格1] 停損平倉(做空配對),停損平倉: 做多2344.TW(N/A) 7口 / 做空3260.TWO(N/A) 3口,平倉(賣出),平倉(買回),130.0,394.0,7,3,564840.0,3.29,384.0,-549384.0,0.88
2026-07-29,[網格2] 開倉(做空配對),做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,做多,做空,130.0,394.0,3,1,776520.0,3.29,151.0,0.0,
2026-08-14,[網格2] 停利平倉(做空配對),停利平倉: 做多2344.TW(N/A) 3口 / 做空3260.TWO(N/A) 1口,平倉(賣出),平倉(買回),183.5,402.0,3,1,257175.0,-1.31,158.0,304842.0,3.29
2026-08-14,[網格1] 開倉(做多配對),做空2344.TW(N/A) 2口 / 做多3260.TWO(N/A) 1口,做空,做多,183.5,402.0,2,1,464805.0,-1.31,121.0,0.0,
2026-08-19,[網格1] 結算平倉(做多配對),做空2344.TW(N/A) 2口 / 做多3260.TWO(N/A) 1口,平倉(買回),平倉(賣出),168.0,395.0,2,1,0.0,-0.46,119.0,47881.0,-1.31
2026-08-20,[網格1] 轉倉開倉(做多配對),做空2344.TW(N/A) 7口 / 做多3260.TWO(N/A) 3口,做空,做多,176.5,401.0,7,3,658395.0,-0.79,398.0,0.0,
2026-08-24,[網格1] 停利平倉(做多配對),停利平倉: 做空2344.TW(N/A) 7口 / 做多3260.TWO(N/A) 3口,平倉(買回),平倉(賣出),177.0,438.5,7,3,689715.0,0.08,402.0,217598.0,-0.79
2026-09-08,[網格1] 開倉(做多配對),做空2344.TW(N/A) 11口 / 做多3260.TWO(N/A) 5口,做空,做多,188.0,414.0,11,5,1117260.0,-1.46,646.0,0.0,
