日期,動作,部位描述,2548.TW(N/A)多空,2515.TW(N/A)多空,2548.TW價,2515.TW價,2548.TW口數,2515.TW口數,保證金佔用,Z-Score,交易成本,損益,開倉Z
2022-01-12,[網格1] 開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,做多,做空,60.51,7.44,1,8,32415.0,1.26,275.0,0.0,
2022-01-13,[網格2] 開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,做多,做空,60.38,7.55,1,8,65219.0,2.09,275.0,0.0,
2022-01-19,[網格1] 結算平倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,平倉(賣出),平倉(買回),60.25,7.46,1,8,0.0,1.25,275.0,-1071.0,1.26
2022-01-19,[網格2] 結算平倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,平倉(賣出),平倉(買回),60.25,7.46,1,8,0.0,1.25,275.0,906.0,2.09
2022-01-20,[網格1] 轉倉開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,做多,做空,60.32,7.52,1,8,32521.0,1.55,275.0,0.0,
2022-01-20,[網格2] 轉倉開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,做多,做空,60.32,7.52,1,8,32521.0,1.55,275.0,0.0,
2022-01-24,[網格1] 停利平倉(做空配對),停利平倉: 做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,平倉(賣出),平倉(買回),60.58,7.3,1,8,64261.0,-0.14,275.0,3679.0,1.55
2022-02-08,[網格1] 開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,做多,做空,60.58,7.48,1,8,65007.0,1.08,275.0,0.0,
2022-02-16,[網格1] 結算平倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,平倉(賣出),平倉(買回),61.11,7.44,1,8,0.0,0.56,275.0,1317.0,1.08
2022-02-16,[網格2] 結算平倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,平倉(賣出),平倉(買回),61.11,7.44,1,8,0.0,0.56,275.0,2507.0,1.55
2022-02-17,[網格1] 轉倉開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,做多,做空,61.65,7.41,1,8,32649.0,-0.06,275.0,0.0,
2022-02-17,[網格2] 轉倉開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,做多,做空,61.65,7.41,1,8,32649.0,-0.06,275.0,0.0,
2022-02-17,[網格1] 停利平倉(做空配對),停利平倉: 做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,平倉(賣出),平倉(買回),61.65,7.41,1,8,0.0,-0.06,275.0,1317.0,-0.06
2022-03-08,[網格2] 停利平倉(做空配對),停利平倉: 做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,平倉(賣出),平倉(買回),59.78,7.09,1,8,31453.0,-1.29,275.0,1129.0,-0.06
2022-03-08,[網格1] 開倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,做空,做多,59.78,7.09,1,8,62906.0,-1.29,275.0,0.0,
2022-03-14,[網格1] 停利平倉(做多配對),停利平倉: 做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,平倉(買回),平倉(賣出),60.32,7.43,1,8,32343.0,0.99,275.0,4186.0,-1.29
2022-03-16,[網格1] 開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,做多,做空,60.45,7.53,1,8,32592.0,1.63,275.0,0.0,
2022-03-18,[網格1] 停損平倉(做空配對),停損平倉: 做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,平倉(賣出),平倉(買回),59.72,7.75,1,8,32874.0,3.49,275.0,-5292.0,1.63
2022-03-18,[網格2] 開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,做多,做空,59.72,7.75,1,7,63654.0,3.49,245.0,0.0,
2022-03-21,[網格2] 停損平倉(做空配對),停損平倉: 做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,平倉(賣出),平倉(買回),60.18,7.77,1,7,30937.0,3.02,245.0,457.0,3.49
2022-04-07,[網格1] 開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,做多,做空,60.12,8.19,1,7,31712.0,1.76,245.0,0.0,
2022-04-08,[網格2] 開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,做多,做空,60.38,8.51,1,7,64780.0,2.37,245.0,0.0,
2022-04-20,[網格1] 結算平倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,平倉(賣出),平倉(買回),61.11,7.91,1,7,0.0,0.42,245.0,5667.0,1.76
2022-04-20,[網格2] 結算平倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,平倉(賣出),平倉(買回),61.11,7.91,1,7,0.0,0.42,245.0,9625.0,2.37
2022-04-21,[網格1] 轉倉開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,做多,做空,61.05,8.03,1,7,31668.0,0.7,245.0,0.0,
2022-04-21,[網格2] 轉倉開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,做多,做空,61.05,8.03,1,7,31668.0,0.7,245.0,0.0,
2022-04-27,[網格1] 停利平倉(做空配對),停利平倉: 做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,平倉(賣出),平倉(買回),60.58,7.69,1,7,61779.0,-0.05,245.0,3659.0,0.7
2022-05-12,[網格2] 停利平倉(做空配對),停利平倉: 做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 7口,平倉(賣出),平倉(買回),60.65,7.33,1,7,30224.0,-1.01,244.0,8858.0,0.7
2022-05-12,[網格1] 開倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,做空,做多,60.65,7.33,1,8,62425.0,-1.01,275.0,0.0,
2022-05-18,[網格1] 結算平倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,平倉(買回),平倉(賣出),62.25,7.55,1,8,0.0,-0.83,275.0,82.0,-1.01
2022-05-19,[網格1] 轉倉開倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,做空,做多,62.84,7.47,1,8,33097.0,-1.15,275.0,0.0,
2022-06-15,[網格1] 結算平倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,平倉(買回),平倉(賣出),61.91,7.37,1,8,0.0,-1.17,275.0,10.0,-1.15
2022-06-16,[網格1] 轉倉開倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,做空,做多,62.05,7.31,1,8,32544.0,-1.29,275.0,0.0,
2022-07-20,[網格1] 結算平倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,平倉(買回),平倉(賣出),62.53,7.12,1,8,0.0,-0.89,275.0,-4268.0,-1.29
2022-07-21,[網格1] 轉倉開倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,做空,做多,63.18,7.18,1,8,32566.0,-0.87,275.0,0.0,
2022-08-17,[網格1] 結算平倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,平倉(買回),平倉(賣出),66.94,7.56,1,8,0.0,-0.26,275.0,-1749.0,-0.87
2022-08-18,[網格1] 轉倉開倉(做多配對),做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,做空,做多,67.23,7.64,1,8,34655.0,0.06,275.0,0.0,
2022-08-18,[網格1] 停利平倉(做多配對),停利平倉: 做空2548.TW(N/A) 1口 / 做多2515.TW(N/A) 8口,平倉(買回),平倉(賣出),67.23,7.64,1,8,0.0,0.06,275.0,-1749.0,0.06
2022-08-26,[網格1] 開倉(做空配對),做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,做多,做空,67.23,7.77,1,8,34939.0,1.16,275.0,0.0,
2022-09-02,[網格1] 停利平倉(做空配對),停利平倉: 做多2548.TW(N/A) 1口 / 做空2515.TW(N/A) 8口,平倉(賣出),平倉(買回),67.31,7.57,1,8,34515.0,-0.15,275.0,3159.0,1.16
