日期,動作,部位描述,3045.TW(N/A)多空,2412.TW(N/A)多空,3045.TW價,2412.TW價,3045.TW口數,2412.TW口數,保證金佔用,Z-Score,交易成本,損益,開倉Z
2022-01-03,[網格1] 開倉(做多配對),做空3045.TW(N/A) 1口 / 做多2412.TW(N/A) 1口,做空,做多,85.4,99.22,1,1,49848.0,-2.53,67.0,0.0,
2022-01-03,[網格2] 開倉(做多配對),做空3045.TW(N/A) 1口 / 做多2412.TW(N/A) 1口,做空,做多,85.4,99.22,1,1,49848.0,-2.53,67.0,0.0,
2022-01-04,[網格1] 停利平倉(做多配對),停利平倉: 做空3045.TW(N/A) 1口 / 做多2412.TW(N/A) 1口,平倉(買回),平倉(賣出),84.3,99.22,1,1,99099.0,0.62,67.0,2142.0,-2.53
2022-01-17,[網格2] 停利平倉(做多配對),停利平倉: 做空3045.TW(N/A) 1口 / 做多2412.TW(N/A) 1口,平倉(買回),平倉(賣出),84.98,100.51,1,1,50081.0,1.12,67.0,3359.0,-2.53
2022-01-17,[網格1] 開倉(做空配對),做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,做多,做空,84.98,100.51,6,5,323431.0,1.12,370.0,0.0,
2022-01-19,[網格1] 結算平倉(做空配對),做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,平倉(賣出),平倉(買回),85.83,100.51,6,5,0.0,-1.06,371.0,9827.0,1.12
2022-01-20,[網格1] 轉倉開倉(做空配對),做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,做多,做空,84.89,100.08,6,5,272632.0,0.62,370.0,0.0,
2022-01-24,[網格1] 停利平倉(做空配對),停利平倉: 做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,平倉(賣出),平倉(買回),85.4,100.51,6,5,274038.0,-0.04,371.0,1453.0,0.62
2022-01-26,[網格1] 開倉(做空配對),做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,做多,做空,84.72,100.94,6,5,273516.0,2.17,371.0,0.0,
2022-01-26,[網格2] 開倉(做空配對),做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,做多,做空,84.72,100.94,6,5,273516.0,2.17,371.0,0.0,
2022-02-09,[網格1] 停利平倉(做空配對),停利平倉: 做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,平倉(賣出),平倉(買回),86.68,101.8,6,5,555685.0,-1.55,371.0,14493.0,2.17
2022-02-09,[網格2] 停利平倉(做空配對),停利平倉: 做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,平倉(賣出),平倉(買回),86.68,101.8,6,5,555685.0,-1.55,371.0,14493.0,2.17
2022-02-09,[網格1] 開倉(做多配對),做空3045.TW(N/A) 6口 / 做多2412.TW(N/A) 5口,做空,做多,86.68,101.8,6,5,833527.0,-1.55,371.0,0.0,
2022-02-10,[網格2] 開倉(做多配對),做空3045.TW(N/A) 7口 / 做多2412.TW(N/A) 6口,做空,做多,87.95,102.65,7,6,613598.0,-2.58,439.0,0.0,
2022-02-16,[網格1] 結算平倉(做多配對),做空3045.TW(N/A) 6口 / 做多2412.TW(N/A) 5口,平倉(買回),平倉(賣出),89.23,103.94,6,5,0.0,-2.26,372.0,-9489.0,-1.55
2022-02-16,[網格2] 結算平倉(做多配對),做空3045.TW(N/A) 7口 / 做多2412.TW(N/A) 6口,平倉(買回),平倉(賣出),89.23,103.94,7,6,0.0,-2.26,440.0,-2823.0,-2.58
2022-02-17,[網格1] 轉倉開倉(做多配對),做空3045.TW(N/A) 6口 / 做多2412.TW(N/A) 5口,做空,做多,89.23,104.37,6,5,285451.0,-1.55,372.0,0.0,
2022-02-17,[網格2] 轉倉開倉(做多配對),做空3045.TW(N/A) 6口 / 做多2412.TW(N/A) 5口,做空,做多,89.23,104.37,6,5,285451.0,-1.55,372.0,0.0,
2022-02-24,[網格1] 停利平倉(做多配對),停利平倉: 做空3045.TW(N/A) 6口 / 做多2412.TW(N/A) 5口,平倉(買回),平倉(賣出),89.23,106.95,6,5,577861.0,1.47,373.0,25398.0,-1.55
2022-02-24,[網格2] 停利平倉(做多配對),停利平倉: 做空3045.TW(N/A) 6口 / 做多2412.TW(N/A) 5口,平倉(買回),平倉(賣出),89.23,106.95,6,5,577861.0,1.47,373.0,25398.0,-1.55
2022-02-24,[網格1] 開倉(做空配對),做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,做多,做空,89.23,106.95,6,5,866792.0,1.47,373.0,0.0,
2022-02-25,[網格2] 開倉(做空配對),做多3045.TW(N/A) 5口 / 做空2412.TW(N/A) 4口,做多,做空,87.95,106.95,5,4,521108.0,2.56,305.0,0.0,
2022-03-02,[網格1] 停利平倉(做空配對),停利平倉: 做多3045.TW(N/A) 6口 / 做空2412.TW(N/A) 5口,平倉(賣出),平倉(買回),90.08,106.09,6,5,525330.0,-0.65,373.0,18415.0,1.47
2022-03-03,[網格2] 停利平倉(做空配對),停利平倉: 做多3045.TW(N/A) 5口 / 做空2412.TW(N/A) 4口,平倉(賣出),平倉(買回),90.08,105.23,5,4,235254.0,-1.25,305.0,34684.0,2.56
2022-03-03,[網格1] 開倉(做多配對),做空3045.TW(N/A) 7口 / 做多2412.TW(N/A) 6口,做空,做多,90.08,105.23,7,6,575976.0,-1.25,440.0,0.0,
