日期,動作,部位描述,2892.TW(N/A)多空,2886.TW(N/A)多空,2892.TW價,2886.TW價,2892.TW口數,2886.TW口數,保證金佔用,Z-Score,交易成本,損益,開倉Z
2022-01-03,[網格1] 開倉(做多配對),做空2892.TW(N/A) 3口 / 做多2886.TW(N/A) 2口,做空,做多,19.3,28.59,3,2,31071.0,-1.53,155.0,0.0,
2022-01-13,[網格1] 停利平倉(做多配對),停利平倉: 做空2892.TW(N/A) 3口 / 做多2886.TW(N/A) 2口,平倉(買回),平倉(賣出),20.41,30.61,3,2,33060.0,0.72,155.0,1288.0,-1.53
2022-01-18,[網格1] 開倉(做空配對),做多2892.TW(N/A) 3口 / 做空2886.TW(N/A) 2口,做多,做空,20.05,30.12,3,2,32510.0,1.17,155.0,0.0,
2022-01-19,[網格1] 結算平倉(做空配對),做多2892.TW(N/A) 3口 / 做空2886.TW(N/A) 2口,平倉(賣出),平倉(買回),20.05,29.92,3,2,0.0,0.41,155.0,654.0,1.17
2022-01-20,[網格1] 轉倉開倉(做空配對),做多2892.TW(N/A) 3口 / 做空2886.TW(N/A) 2口,做多,做空,20.17,29.88,3,2,32475.0,-0.45,155.0,0.0,
2022-01-20,[網格1] 停利平倉(做空配對),停利平倉: 做多2892.TW(N/A) 3口 / 做空2886.TW(N/A) 2口,平倉(賣出),平倉(買回),20.17,29.88,3,2,0.0,-0.45,155.0,654.0,-0.45
2022-01-24,[網格1] 開倉(做空配對),做多2892.TW(N/A) 3口 / 做空2886.TW(N/A) 2口,做多,做空,19.89,29.84,3,2,32229.0,1.18,155.0,0.0,
2022-02-08,[網格2] 開倉(做空配對),做多2892.TW(N/A) 3口 / 做空2886.TW(N/A) 2口,做多,做空,20.72,31.5,3,2,67594.0,2.37,155.0,0.0,
2022-02-14,[網格1] 停利平倉(做空配對),停利平倉: 做多2892.TW(N/A) 3口 / 做空2886.TW(N/A) 2口,平倉(賣出),平倉(買回),20.88,31.1,3,2,67413.0,-0.11,155.0,764.0,1.18
2022-02-16,[網格2] 結算平倉(做空配對),做多2892.TW(N/A) 3口 / 做空2886.TW(N/A) 2口,平倉(賣出),平倉(買回),20.84,30.89,3,2,0.0,-1.01,155.0,2983.0,2.37
